age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group
70,MALE,21,1,31,27,2,23,2,2.9,Subscribed,0,1,34,0,4,3
46,MALE,23,1,51,33,1,0,3,3.750064716541548,Subscribed,1,1,43,5,1,0
31,MALE,16,1,98,8,0,0,0,3.3,Subscribed,5,1,46,4,5,1
19,MALE,16,1,86,31,1,12,3,2.8,Subscribed,0,1,5,2,4,1
39,MALE,23,1,64,1,1,20,3,4.5,Subscribed,4,1,15,0,1,2
41,MALE,2,1,46,15,1,10,0,2.6,Subscribed,3,1,30,2,0,2
20,MALE,23,1,85,36,0,12,1,3.7,Subscribed,4,1,44,5,2,1
36,MALE,8,0,81,38,2,14,0,4.4,Subscribed,1,1,16,4,0,2
32,MALE,23,1,59,30,1,5,3,4.3,Subscribed,0,1,16,0,0,2
69,MALE,9,1,79,20,1,19,3,3.5,Subscribed,1,1,16,1,6,3
40,MALE,18,1,33,37,1,20,1,3.8,Subscribed,0,1,21,2,2,2
40,MALE,18,1,47,29,0,2,2,3.5,Subscribed,1,1,39,5,2,2
20,MALE,8,0,20,43,2,2,2,4.6,Subscribed,5,1,40,3,1,1
64,MALE,4,3,36,16,1,13,1,2.6,Subscribed,3,1,48,2,2,3
27,MALE,14,2,39,26,1,17,2,4.4,Subscribed,3,1,26,5,4,1
24,MALE,19,1,71,45,1,4,3,4.0,Subscribed,4,1,46,3,4,1
48,MALE,17,2,59,49,2,13,3,4.4,Subscribed,3,1,27,0,0,0
49,MALE,11,1,50,30,0,22,1,4.7,Subscribed,3,1,5,1,6,0
36,MALE,14,2,41,36,0,18,0,3.9,Subscribed,5,1,43,4,3,2
56,MALE,2,1,59,39,1,0,0,2.7,Subscribed,2,1,17,4,3,0
37,MALE,8,0,87,2,1,8,3,3.7,Subscribed,0,1,3,0,1,2
42,MALE,23,1,68,16,1,22,1,2.6,Subscribed,0,1,47,0,3,2
28,MALE,19,1,90,31,1,20,3,3.9,Subscribed,4,1,24,3,1,1
27,MALE,11,1,71,42,3,24,0,4.9,Subscribed,3,1,12,1,2,1
63,MALE,20,2,64,24,0,24,0,4.1,Subscribed,5,1,35,3,4,3
58,MALE,12,0,76,37,2,13,0,3.0,Subscribed,2,1,42,5,6,3
37,MALE,12,0,42,36,3,11,0,4.1,Subscribed,0,1,1,4,2,2
56,MALE,13,1,80,27,0,1,1,3.750064716541548,Subscribed,4,1,27,1,6,0
18,MALE,1,0,56,3,1,13,1,4.0,Subscribed,4,1,16,2,1,1
48,MALE,8,0,25,22,3,11,2,3.6,Subscribed,1,1,36,2,2,0
31,MALE,20,2,74,9,1,13,3,3.0,Subscribed,5,1,30,2,2,1
51,MALE,13,1,30,38,1,20,2,3.0,Subscribed,4,1,18,3,3,0
65,MALE,24,1,96,27,1,23,1,2.6,Subscribed,2,1,45,1,0,3
53,MALE,20,2,64,42,1,4,0,3.4,Subscribed,2,1,1,5,3,0
55,MALE,18,1,88,8,0,24,3,3.1,Subscribed,2,1,42,0,3,0
62,MALE,17,2,88,33,0,4,2,3.0,Subscribed,2,1,7,5,2,3
55,MALE,6,0,88,47,3,7,2,3.7,Subscribed,4,1,50,4,5,0
64,MALE,21,1,36,26,1,21,1,3.5,Subscribed,5,1,37,5,3,3
52,MALE,5,1,40,41,3,5,1,2.8,Subscribed,5,1,18,0,4,0
24,MALE,7,0,39,35,1,4,1,4.5,Subscribed,4,1,29,1,4,1
38,MALE,1,0,40,48,1,19,2,3.3,Subscribed,5,1,45,4,5,2
59,MALE,15,0,34,36,1,13,3,3.4,Subscribed,1,1,13,4,6,3
27,MALE,20,2,83,32,2,16,3,3.2,Subscribed,0,1,47,4,4,1
24,MALE,23,1,85,37,0,14,2,3.7,Subscribed,4,1,7,3,6,1
23,MALE,4,3,27,33,0,23,2,4.6,Subscribed,1,1,11,5,1,1
69,MALE,12,0,78,34,2,17,1,5.0,Subscribed,5,1,39,0,4,3
59,MALE,22,0,32,35,1,13,2,4.4,Subscribed,4,1,6,3,5,3
51,MALE,17,2,51,39,2,7,0,4.9,Subscribed,1,1,2,5,1,0
63,MALE,15,0,32,18,1,19,1,4.1,Subscribed,4,1,39,2,2,3
54,MALE,5,1,62,27,0,14,3,4.9,Subscribed,3,1,23,2,4,0
32,MALE,24,1,29,25,2,11,0,4.7,Subscribed,0,1,46,3,1,2
39,MALE,0,0,69,28,3,0,0,3.0,Subscribed,5,1,19,0,6,2
66,MALE,12,0,25,18,0,10,3,3.4,Subscribed,5,1,3,2,2,3
28,MALE,11,1,76,4,1,15,3,3.2,Subscribed,5,1,47,4,5,1
50,MALE,22,0,77,47,2,11,0,3.750064716541548,Subscribed,4,1,6,4,5,0
70,MALE,23,1,33,4,1,0,0,4.5,Subscribed,0,1,6,5,0,3
67,MALE,18,1,93,47,2,24,0,2.7,Subscribed,3,1,12,2,1,3
64,MALE,12,0,39,17,0,3,1,3.4,Subscribed,1,1,40,4,5,3
45,MALE,4,3,93,9,0,19,2,4.6,Subscribed,5,1,38,4,3,0
22,MALE,7,0,82,46,1,14,2,2.7,Subscribed,5,1,10,4,5,1
27,MALE,3,2,42,45,0,17,1,4.2,Subscribed,4,1,28,0,4,1
25,MALE,6,0,71,13,1,9,3,3.2,Subscribed,0,1,19,4,0,1
37,MALE,23,1,86,22,0,7,1,4.8,Subscribed,4,1,25,1,3,2
26,MALE,24,1,82,11,3,1,1,3.3,Subscribed,3,1,38,2,0,1
33,MALE,17,2,65,44,0,12,0,4.2,Subscribed,4,1,6,4,3,2
43,MALE,15,0,29,33,1,0,1,4.8,Subscribed,5,1,7,3,1,2
37,MALE,20,2,65,38,0,3,3,4.9,Subscribed,5,1,2,4,0,2
46,MALE,5,1,88,39,2,1,0,3.9,Subscribed,4,1,24,0,0,0
22,MALE,1,0,46,23,1,9,0,3.0,Subscribed,2,1,26,1,0,1
20,MALE,3,2,67,25,2,19,3,4.6,Subscribed,2,1,25,3,2,1
60,MALE,15,0,35,11,0,2,0,3.5,Subscribed,0,1,10,3,4,3
39,MALE,3,2,66,43,1,8,3,4.8,Subscribed,2,1,14,4,3,2
43,MALE,24,1,91,35,0,14,0,4.8,Subscribed,4,1,21,1,5,2
31,MALE,0,0,78,4,0,5,0,3.0,Subscribed,1,1,26,4,4,1
19,MALE,20,2,45,27,1,14,3,4.5,Subscribed,3,1,12,0,0,1
35,MALE,24,1,93,7,1,9,1,4.8,Subscribed,5,1,11,2,4,2
41,MALE,11,1,74,39,2,19,2,3.8,Subscribed,4,1,15,1,0,2
52,MALE,6,0,55,19,1,15,1,4.6,Subscribed,1,1,13,1,4,0
45,MALE,9,1,76,32,3,20,1,3.1,Subscribed,3,1,5,2,1,0
34,MALE,20,2,66,0,0,23,1,3.4,Subscribed,1,1,36,1,3,2
35,MALE,18,1,51,22,1,3,3,3.3,Subscribed,0,1,32,0,4,2
29,MALE,23,1,26,45,0,10,1,4.8,Subscribed,0,1,1,2,5,1
59,MALE,11,1,29,21,1,9,2,2.8,Subscribed,1,1,15,4,0,3
24,MALE,10,3,74,18,1,24,2,3.1,Subscribed,5,1,3,0,6,1
70,MALE,12,0,99,27,2,23,2,4.6,Subscribed,2,1,48,1,4,3
29,MALE,0,0,88,49,0,22,3,2.6,Subscribed,5,1,30,3,6,1
67,MALE,4,3,31,6,1,10,3,2.6,Subscribed,1,1,40,0,4,3
36,MALE,1,0,55,36,0,13,1,3.8,Subscribed,2,1,24,0,3,2
23,MALE,14,2,81,23,0,0,0,4.5,Subscribed,2,1,48,3,5,1
18,MALE,23,1,73,12,0,17,1,3.0,Subscribed,4,1,27,5,1,1
53,MALE,18,1,91,43,2,20,3,3.750064716541548,Subscribed,2,1,14,2,2,0
32,MALE,21,1,54,32,2,15,1,3.8,Subscribed,2,1,18,3,1,2
38,MALE,16,1,40,16,1,22,3,3.5,Subscribed,4,1,48,1,1,2
47,MALE,13,1,59,22,1,17,0,3.1,Subscribed,5,1,32,3,0,0
46,MALE,15,0,26,31,0,20,1,3.0,Subscribed,5,1,21,2,1,0
66,MALE,23,1,23,12,1,6,3,4.3,Subscribed,4,1,42,4,3,3
40,MALE,11,1,87,33,2,20,3,3.3,Subscribed,5,1,4,2,5,2
43,MALE,13,1,71,17,1,22,3,4.7,Subscribed,1,1,19,2,5,2
58,MALE,0,0,91,12,0,1,3,4.5,Subscribed,5,1,6,2,5,3
21,MALE,4,3,64,49,3,6,3,2.9,Subscribed,2,1,2,3,3,1
42,MALE,14,2,94,46,1,6,3,4.1,Subscribed,0,1,21,1,3,2
24,MALE,16,1,40,42,1,3,2,3.5,Subscribed,5,1,40,3,0,1
43,MALE,8,0,76,28,0,5,3,3.4,Subscribed,5,1,33,1,3,2
47,MALE,16,1,86,13,2,9,0,3.3,Subscribed,2,1,26,5,6,0
49,MALE,19,1,92,0,1,14,0,3.2,Subscribed,5,1,23,2,3,0
50,MALE,17,2,52,35,0,16,1,4.0,Subscribed,5,1,39,4,2,0
51,MALE,4,3,28,25,3,13,3,3.6,Subscribed,3,1,42,0,4,0
40,MALE,13,1,46,41,0,5,2,4.6,Subscribed,2,1,41,0,6,2
45,MALE,12,0,50,30,1,15,2,2.6,Subscribed,3,1,41,4,0,0
52,MALE,1,0,23,14,1,21,3,4.3,Subscribed,1,1,12,2,3,0
62,MALE,10,3,50,11,1,21,2,3.4,Subscribed,2,1,31,1,4,3
20,MALE,16,1,89,35,3,12,3,3.5,Subscribed,5,1,34,3,3,1
43,MALE,9,1,81,8,1,12,3,4.2,Subscribed,4,1,32,2,0,2
29,MALE,22,0,69,21,1,13,0,3.750064716541548,Subscribed,5,1,31,2,5,1
22,MALE,22,0,67,10,1,11,2,3.6,Subscribed,2,1,24,4,0,1
48,MALE,5,1,20,4,1,18,2,4.3,Subscribed,5,1,31,3,0,0
42,MALE,3,2,29,14,1,13,0,4.9,Subscribed,4,1,18,5,0,2
19,MALE,16,1,74,47,1,19,2,4.1,Subscribed,5,1,15,5,4,1
60,MALE,18,1,82,46,2,21,1,3.6,Subscribed,4,1,7,0,2,3
32,MALE,6,0,23,24,1,24,2,3.4,Subscribed,3,1,35,0,3,2
26,MALE,12,0,45,31,0,15,2,2.9,Subscribed,0,1,35,0,4,1
25,MALE,3,2,21,6,0,0,2,2.7,Subscribed,5,1,19,2,4,1
66,MALE,12,0,31,45,1,16,2,4.3,Subscribed,1,1,26,2,3,3
45,MALE,13,1,45,24,1,22,2,3.750064716541548,Subscribed,1,1,39,4,3,0
54,MALE,12,0,56,26,3,15,3,2.8,Subscribed,3,1,22,2,6,0
37,MALE,10,3,97,29,2,6,2,3.2,Subscribed,3,1,14,1,1,2
54,MALE,2,1,100,43,3,6,0,3.6,Subscribed,5,1,50,3,3,0
50,MALE,2,1,96,32,2,9,0,4.0,Subscribed,0,1,33,2,5,0
25,MALE,6,0,99,38,1,2,1,4.9,Subscribed,3,1,48,3,2,1
47,MALE,18,1,91,3,0,1,3,4.0,Subscribed,0,1,48,4,4,0
63,MALE,8,0,30,19,0,1,3,3.8,Subscribed,4,1,27,4,3,3
64,MALE,17,2,65,39,0,20,2,3.750064716541548,Subscribed,5,1,27,0,6,3
18,MALE,3,2,93,34,1,24,3,3.9,Subscribed,1,1,20,5,6,1
59,MALE,10,3,81,12,1,23,0,3.3,Subscribed,1,1,48,5,2,3
37,MALE,12,0,81,9,2,14,2,2.7,Subscribed,4,1,29,5,6,2
23,MALE,22,0,52,0,1,19,3,4.7,Subscribed,3,1,45,4,4,1
54,MALE,19,1,88,35,1,16,2,2.8,Subscribed,3,1,25,1,5,0
38,MALE,11,1,24,44,0,21,3,4.6,Subscribed,2,1,25,4,6,2
19,MALE,0,0,51,26,2,14,1,4.5,Subscribed,0,1,37,3,2,1
34,MALE,0,0,38,9,2,15,0,5.0,Subscribed,2,1,16,1,5,2
21,MALE,18,1,46,0,0,16,0,4.1,Subscribed,0,1,30,3,1,1
50,MALE,5,1,63,22,0,20,2,4.6,Subscribed,1,1,6,1,2,0
55,MALE,15,0,72,24,3,23,3,4.9,Subscribed,0,1,36,0,5,0
20,MALE,11,1,39,9,0,7,3,3.9,Subscribed,2,1,3,0,5,1
34,MALE,4,3,42,47,0,13,1,3.9,Subscribed,5,1,29,4,2,2
62,MALE,23,1,76,3,3,12,2,2.6,Subscribed,0,1,15,1,5,3
21,MALE,20,2,66,34,0,11,2,2.7,Subscribed,2,1,18,3,0,1
21,MALE,15,0,90,6,1,11,1,3.5,Subscribed,2,1,2,3,3,1
42,MALE,23,1,56,33,1,8,2,3.7,Subscribed,2,1,49,3,6,2
35,MALE,12,0,43,15,3,21,3,3.2,Subscribed,2,1,48,5,0,2
39,MALE,7,0,84,14,0,24,3,3.3,Subscribed,5,1,43,5,4,2
68,MALE,9,1,88,44,1,7,2,4.8,Subscribed,4,1,30,3,1,3
46,MALE,8,0,88,48,0,15,0,3.2,Subscribed,0,1,10,4,3,0
41,MALE,1,0,42,6,1,24,3,2.5,Subscribed,0,1,11,5,0,2
23,MALE,9,1,73,35,1,23,0,3.9,Subscribed,5,1,12,3,6,1
68,MALE,8,0,73,24,0,10,2,4.7,Subscribed,2,1,28,0,5,3
48,MALE,17,2,44,41,2,2,1,2.6,Subscribed,3,1,36,3,3,0
38,MALE,14,2,63,30,1,4,0,2.8,Subscribed,5,1,37,5,2,2
41,MALE,10,3,68,14,0,18,3,4.4,Subscribed,5,1,22,2,5,2
58,MALE,23,1,29,18,0,13,1,4.6,Subscribed,4,1,32,5,6,3
49,MALE,21,1,85,40,1,8,2,3.2,Subscribed,4,1,40,4,0,0
57,MALE,20,2,42,5,1,19,3,4.2,Subscribed,0,1,47,1,4,0
49,MALE,4,3,69,44,1,19,2,3.750064716541548,Subscribed,0,1,24,2,1,0
50,MALE,16,1,62,21,1,1,0,3.9,Subscribed,4,1,11,3,6,0
28,MALE,0,0,48,27,3,18,2,4.7,Subscribed,5,1,19,1,1,1
38,MALE,3,2,68,13,1,9,3,4.5,Subscribed,1,1,42,3,6,2
33,MALE,7,0,36,21,3,5,0,3.3,Subscribed,2,1,6,3,3,2
30,MALE,5,1,63,4,2,12,0,3.3,Subscribed,1,1,31,5,3,1
43,MALE,20,2,39,35,2,19,3,4.6,Subscribed,2,1,31,1,6,2
43,MALE,3,2,78,14,1,10,1,3.6,Subscribed,2,1,27,0,4,2
36,MALE,17,2,99,38,0,19,3,4.8,Subscribed,1,1,24,4,4,2
36,MALE,24,1,31,46,0,17,0,4.8,Subscribed,3,1,35,5,2,2
64,MALE,3,2,45,8,1,5,1,2.9,Subscribed,3,1,21,5,0,3
59,MALE,13,1,30,39,2,5,0,2.8,Subscribed,1,1,8,4,3,3
55,MALE,17,2,24,47,1,10,2,3.2,Subscribed,3,1,26,0,5,0
42,MALE,17,2,22,24,1,12,3,3.9,Subscribed,2,1,26,4,0,2
61,MALE,24,1,63,18,0,7,1,4.3,Subscribed,1,1,9,1,1,3
28,MALE,15,0,40,9,1,13,0,2.7,Subscribed,0,1,48,3,0,1
65,MALE,18,1,20,18,1,11,1,5.0,Subscribed,5,1,33,3,3,3
27,MALE,12,0,20,12,2,24,3,3.7,Subscribed,5,1,31,4,5,1
41,MALE,24,1,80,7,0,5,2,3.9,Subscribed,2,1,17,3,6,2
21,MALE,16,1,87,47,1,20,0,3.9,Subscribed,0,1,22,5,0,1
61,MALE,16,1,46,10,0,24,0,3.1,Subscribed,2,1,8,4,0,3
19,MALE,6,0,49,31,0,15,3,3.750064716541548,Subscribed,3,1,2,0,4,1
22,MALE,15,0,65,30,1,15,0,3.6,Subscribed,5,1,45,5,0,1
64,MALE,19,1,62,13,2,13,3,4.3,Subscribed,4,1,47,4,5,3
28,MALE,8,0,67,16,0,4,1,4.5,Subscribed,3,1,7,1,4,1
34,MALE,9,1,41,47,0,9,0,2.8,Subscribed,0,1,19,3,1,2
61,MALE,3,2,49,33,0,19,0,2.7,Subscribed,2,1,44,1,2,3
24,MALE,2,1,100,36,1,0,0,2.9,Subscribed,3,1,16,5,2,1
19,MALE,1,0,54,22,0,2,2,4.4,Subscribed,0,1,17,0,5,1
51,MALE,22,0,84,39,1,23,1,3.9,Subscribed,2,1,20,3,5,0
36,MALE,18,1,41,44,0,6,3,3.5,Subscribed,4,1,50,0,0,2
65,MALE,6,0,88,22,1,2,1,2.5,Subscribed,5,1,37,1,5,3
46,MALE,14,2,40,7,1,14,1,4.9,Subscribed,1,1,5,4,5,0
59,MALE,16,1,39,37,1,6,2,4.8,Subscribed,2,1,44,4,0,3
51,MALE,4,3,37,14,1,5,1,3.2,Subscribed,3,1,41,3,4,0
51,MALE,13,1,52,29,2,18,3,4.9,Subscribed,4,1,19,1,4,0
21,MALE,24,1,23,39,0,24,3,4.3,Subscribed,3,1,47,0,2,1
34,MALE,20,2,88,19,2,0,3,3.2,Subscribed,1,1,40,1,0,2
32,MALE,18,1,84,4,1,14,0,3.7,Subscribed,4,1,6,2,4,2
48,MALE,4,3,37,25,3,11,3,3.2,Subscribed,5,1,25,2,1,0
50,MALE,14,2,51,44,0,17,0,3.4,Subscribed,3,1,42,1,6,0
26,MALE,13,1,76,42,0,1,3,4.1,Subscribed,1,1,35,0,2,1
57,MALE,14,2,60,32,0,16,1,4.5,Subscribed,3,1,17,3,6,0
65,MALE,6,0,72,8,0,16,0,4.5,Subscribed,3,1,4,4,5,3
56,MALE,24,1,45,47,0,12,1,3.2,Subscribed,2,1,24,0,6,0
44,MALE,10,3,84,12,2,12,0,4.4,Subscribed,5,1,16,3,2,2
50,MALE,2,1,49,45,2,21,2,3.0,Subscribed,5,1,14,3,0,0
27,MALE,21,1,22,45,3,8,1,3.2,Subscribed,2,1,43,1,6,1
49,MALE,4,3,48,49,1,22,3,4.0,Subscribed,5,1,49,3,6,0
49,MALE,5,1,37,39,1,10,1,3.1,Subscribed,3,1,33,1,2,0
52,MALE,10,3,27,6,0,7,0,2.8,Subscribed,3,1,45,1,1,0
27,MALE,3,2,79,12,3,20,1,4.6,Subscribed,3,1,35,1,1,1
53,MALE,19,1,98,0,2,18,1,4.3,Subscribed,1,1,11,2,4,0
34,MALE,14,2,64,46,2,24,2,3.3,Subscribed,4,1,30,0,2,2
33,MALE,4,3,32,0,0,11,2,3.5,Subscribed,0,1,48,3,0,2
62,MALE,9,1,74,30,1,3,3,3.4,Subscribed,2,1,45,5,1,3
38,MALE,10,3,50,27,1,2,3,2.8,Subscribed,2,1,26,5,6,2
36,MALE,0,0,64,26,1,1,3,4.6,Subscribed,5,1,41,3,2,2
31,MALE,0,0,29,2,2,13,0,3.6,Subscribed,1,1,37,5,1,1
62,MALE,1,0,62,9,1,13,2,3.3,Subscribed,5,1,12,4,6,3
29,MALE,4,3,78,11,3,8,0,3.1,Subscribed,0,1,27,1,1,1
24,MALE,24,1,94,24,1,15,0,3.5,Subscribed,1,1,18,0,6,1
63,MALE,22,0,59,8,1,23,3,3.2,Subscribed,1,1,15,2,5,3
56,MALE,20,2,47,22,1,18,2,3.0,Subscribed,1,1,34,0,6,0
63,MALE,6,0,57,18,1,23,0,4.8,Subscribed,1,1,37,5,0,3
40,MALE,4,3,90,25,0,9,3,5.0,Subscribed,5,1,21,1,3,2
18,MALE,16,1,60,1,1,23,1,2.9,Subscribed,2,1,31,3,6,1
50,MALE,20,2,77,14,0,20,0,3.2,Subscribed,1,1,43,3,2,0
66,MALE,15,0,41,2,1,9,0,2.9,Subscribed,5,1,22,0,4,3
25,MALE,12,0,48,17,0,18,0,3.750064716541548,Subscribed,2,1,12,3,0,1
65,MALE,10,3,65,0,1,2,0,2.6,Subscribed,3,1,25,4,3,3
53,MALE,11,1,62,24,1,2,2,3.5,Subscribed,4,1,40,3,0,0
61,MALE,17,2,99,11,1,1,0,4.4,Subscribed,4,1,16,3,5,3
67,MALE,9,1,58,8,1,13,3,3.4,Subscribed,3,1,30,0,6,3
59,MALE,0,0,43,11,0,10,0,4.2,Subscribed,5,1,10,5,6,3
55,MALE,20,2,93,0,1,9,1,3.6,Subscribed,5,1,1,3,3,0
21,MALE,2,1,50,28,2,18,3,3.0,Subscribed,3,1,24,5,3,1
44,MALE,13,1,88,43,0,18,2,4.0,Subscribed,2,1,36,4,4,2
65,MALE,19,1,33,0,1,16,0,4.4,Subscribed,1,1,46,2,2,3
65,MALE,24,1,99,14,3,17,0,4.1,Subscribed,4,1,20,1,0,3
54,MALE,10,3,76,16,3,5,1,3.6,Subscribed,2,1,37,5,6,0
56,MALE,15,0,97,39,3,5,2,4.6,Subscribed,3,1,26,0,0,0
58,MALE,13,1,68,4,1,4,2,3.2,Subscribed,0,1,23,2,1,3
54,MALE,20,2,79,18,0,18,0,4.8,Subscribed,2,1,20,0,1,0
58,MALE,11,1,86,26,1,15,0,4.8,Subscribed,1,1,38,4,4,3
48,MALE,8,0,68,46,1,1,3,5.0,Subscribed,0,1,5,2,2,0
19,MALE,19,1,52,0,1,1,0,3.7,Subscribed,5,1,41,5,0,1
69,MALE,14,2,90,18,1,17,0,4.6,Subscribed,3,1,22,2,3,3
58,MALE,14,2,41,4,1,22,3,3.7,Subscribed,2,1,48,2,0,3
49,MALE,23,1,80,14,1,14,1,4.1,Subscribed,2,1,10,4,6,0
32,MALE,23,1,100,14,3,4,3,2.7,Subscribed,5,1,12,0,2,2
40,MALE,10,3,77,5,0,21,1,4.9,Subscribed,5,1,2,0,5,2
25,MALE,18,1,78,4,0,24,1,4.0,Subscribed,5,1,38,4,4,1
70,MALE,21,1,94,13,1,23,1,4.7,Subscribed,2,1,20,3,4,3
69,MALE,21,1,23,39,1,7,0,2.8,Subscribed,3,1,5,1,2,3
45,MALE,9,1,20,48,2,2,3,4.9,Subscribed,0,1,9,5,0,0
29,MALE,21,1,86,46,2,12,0,4.2,Subscribed,1,1,48,3,2,1
47,MALE,3,2,60,40,1,22,0,3.0,Subscribed,4,1,9,3,5,0
28,MALE,16,1,70,22,1,14,0,3.4,Subscribed,0,1,40,4,0,1
64,MALE,1,0,39,1,2,21,0,4.6,Subscribed,4,1,30,5,3,3
47,MALE,0,0,37,16,0,13,0,4.2,Subscribed,5,1,6,3,1,0
60,MALE,3,2,29,33,1,3,0,3.2,Subscribed,2,1,42,5,2,3
67,MALE,4,3,35,1,2,8,3,4.4,Subscribed,5,1,9,4,2,3
35,MALE,9,1,83,35,2,3,3,2.5,Subscribed,3,1,6,3,4,2
30,MALE,17,2,77,7,1,19,2,3.6,Subscribed,3,1,47,4,5,1
23,MALE,17,2,37,25,3,23,2,4.5,Subscribed,5,1,36,5,0,1
70,MALE,12,0,69,1,0,6,2,3.4,Subscribed,4,1,19,0,3,3
21,MALE,5,1,66,4,0,8,3,3.2,Subscribed,0,1,30,1,2,1
51,MALE,3,2,26,20,0,20,1,4.2,Subscribed,4,1,27,3,2,0
22,MALE,8,0,63,39,1,4,1,5.0,Subscribed,0,1,25,5,4,1
32,MALE,0,0,38,47,1,12,2,4.7,Subscribed,5,1,5,1,3,2
37,MALE,17,2,58,36,0,10,2,4.2,Subscribed,3,1,10,1,2,2
31,MALE,7,0,46,20,0,8,3,3.4,Subscribed,0,1,26,4,2,1
44,MALE,22,0,92,47,2,16,0,4.4,Subscribed,5,1,11,2,2,2
40,MALE,8,0,32,4,3,4,3,4.2,Subscribed,4,1,17,0,6,2
27,MALE,15,0,90,5,1,2,1,4.5,Subscribed,4,1,44,4,4,1
47,MALE,9,1,23,13,0,17,0,2.8,Subscribed,3,1,44,1,4,0
41,MALE,0,0,25,7,2,6,0,3.3,Subscribed,3,1,21,5,2,2
51,MALE,23,1,54,34,0,17,0,4.6,Subscribed,3,1,49,2,3,0
53,MALE,18,1,72,35,1,4,2,2.5,Subscribed,2,1,27,0,2,0
43,MALE,15,0,33,4,1,1,3,4.7,Subscribed,5,1,19,1,4,2
67,MALE,8,0,43,28,0,10,0,4.6,Subscribed,1,1,33,2,5,3
61,MALE,4,3,51,37,0,10,0,2.6,Subscribed,4,1,46,1,1,3
68,MALE,12,0,85,11,1,10,3,4.0,Subscribed,4,1,21,2,1,3
67,MALE,14,2,100,19,0,13,2,2.6,Subscribed,3,1,23,5,0,3
29,MALE,6,0,72,37,0,20,1,4.6,Subscribed,2,1,38,2,2,1
50,MALE,0,0,57,5,1,12,0,2.6,Subscribed,4,1,2,0,5,0
61,MALE,10,3,94,13,0,5,1,4.0,Subscribed,1,1,21,3,1,3
19,MALE,0,0,34,26,1,4,2,4.6,Subscribed,5,1,1,3,2,1
33,MALE,0,0,89,38,1,1,0,3.7,Subscribed,0,1,10,5,2,2
51,MALE,22,0,27,15,2,18,0,4.4,Subscribed,5,1,45,2,6,0
69,MALE,21,1,63,9,2,15,1,4.0,Subscribed,3,1,44,0,3,3
19,MALE,17,2,70,27,1,23,0,4.7,Subscribed,4,1,48,4,1,1
55,MALE,13,1,87,39,3,16,0,3.4,Subscribed,1,1,21,4,0,0
49,MALE,12,0,79,7,1,18,0,4.0,Subscribed,3,1,1,5,6,0
31,MALE,22,0,79,28,1,9,1,3.9,Subscribed,4,1,10,5,0,1
42,MALE,14,2,44,36,0,1,3,4.1,Subscribed,1,1,24,4,4,2
69,MALE,23,1,85,20,1,23,0,3.750064716541548,Subscribed,0,1,29,2,4,3
26,MALE,17,2,90,44,0,0,1,4.7,Subscribed,4,1,11,3,0,1
41,MALE,12,0,94,23,2,19,0,4.3,Subscribed,0,1,33,3,0,2
55,MALE,3,2,68,46,2,22,2,4.1,Subscribed,5,1,27,1,3,0
35,MALE,0,0,51,49,1,18,3,3.9,Subscribed,3,1,19,5,3,2
66,MALE,14,2,33,22,1,14,1,2.9,Subscribed,1,1,50,3,5,3
36,MALE,20,2,60,34,1,20,2,3.9,Subscribed,4,1,46,4,6,2
27,MALE,9,1,59,39,1,3,0,4.3,Subscribed,0,1,28,1,5,1
41,MALE,7,0,30,48,1,9,2,2.8,Subscribed,5,1,14,0,2,2
21,MALE,23,1,20,41,1,5,3,3.4,Subscribed,0,1,46,1,3,1
53,MALE,14,2,20,19,2,2,2,2.7,Subscribed,1,1,41,4,4,0
54,MALE,5,1,24,23,0,13,1,4.0,Subscribed,0,1,50,2,0,0
53,MALE,19,1,88,22,1,7,2,4.4,Subscribed,5,1,28,3,3,0
47,MALE,2,1,78,1,1,18,3,3.9,Subscribed,0,1,23,2,2,0
64,MALE,19,1,25,3,0,18,1,2.8,Subscribed,0,1,14,3,1,3
18,MALE,23,1,57,36,3,8,3,3.2,Subscribed,3,1,10,0,2,1
68,MALE,0,0,93,17,2,2,2,4.3,Subscribed,3,1,37,1,6,3
62,MALE,9,1,42,35,2,17,2,4.2,Subscribed,1,1,15,5,1,3
51,MALE,3,2,54,13,3,16,1,4.9,Subscribed,4,1,19,5,1,0
54,MALE,2,1,70,23,3,4,2,3.7,Subscribed,1,1,23,2,3,0
22,MALE,9,1,31,21,1,3,3,4.1,Subscribed,5,1,35,2,6,1
53,MALE,13,1,93,7,0,14,1,4.2,Subscribed,5,1,33,4,2,0
34,MALE,6,0,40,8,1,11,1,3.9,Subscribed,3,1,12,0,0,2
32,MALE,8,0,32,3,0,24,2,2.9,Subscribed,3,1,41,5,3,2
64,MALE,22,0,27,22,1,0,3,3.1,Subscribed,2,1,27,5,6,3
20,MALE,15,0,68,33,1,13,3,3.6,Subscribed,0,1,45,1,3,1
24,MALE,7,0,59,4,0,7,2,4.4,Subscribed,0,1,23,5,0,1
20,MALE,7,0,36,23,2,17,0,3.1,Subscribed,2,1,19,5,4,1
42,MALE,11,1,23,37,1,0,2,3.9,Subscribed,4,1,6,4,5,2
48,MALE,10,3,80,2,1,23,3,4.3,Subscribed,2,1,6,4,5,0
62,MALE,0,0,37,17,2,23,0,4.9,Subscribed,5,1,20,5,6,3
